"","X.1","PLT_CN","PREVDIA.EM","DIA.EM","PREVDIA.AM","DIA.AM","PREVDIA.EITHER","DIA.EITHER","PREVDIA.OTHER","DIA.OTHER","PREVDIA.TOT","DIA.TOT","BASAL.EM","BASAL.AM","BASAL.EITHER","BASAL.OTHER","PREVSTEM.EM","STEM.EM","PREVSTEM.AM","STEM.AM","PREVSTEM.EITHER","STEM.EITHER","PREVSTEM.OTHER","STEM.OTHER","PREVSTEM.TOT","STEM.TOT","REMPER","latitude","longitude","elevation","grm.out","X","C.storage","N.storage","depth","m.C.storage","m.N.storage","m.depth","pH_H2O","pH_CaCl2","m.Na.storage","m.K.storage","m.Mg.storage","m.Ca.storage","m.Al.storage","m.Mn.storage","m.Fe.storage","m.Ni.storage","m.Cu.storage","m.Zn.storage","m.Cd.storage","m.Pb.storage","m.S.storage","m.BrayP.storage","m.OlsenP.storage","map","mat"
"65",65,11689882010690,0,17.8,0,22.7,0,0,0,0,0,40.5,84.1475592264026,234.873320764007,0,0,0,3,0,2,0,0,0,0,0,5,NA,33.484062,-110.030652,6438,1,348,7.21700041125,0.508604002083333,20.3175,6.65364,0.485177,20,6.305,5.79,3088.505,93857.19,180725.58,645155,0,2055.242,21.392,22.729,0,0,11.599,1.337,1381.611,15221.08,6705.02,531.119995117188,10.7200002670288
"66",66,11691949010690,0,159.6,0,62.5,0,0,0,0,0,222.1,974.097926135319,1148.54271220753,0,0,0,22,0,3,0,0,0,0,0,25,NA,33.498599,-109.365526,7015,1,349,7.67847856,0.352940109333333,20.3175,7.60872,0.351261,20,6.18,5.6,2438.091,73487.43,119504.94,465311.7,16.976,2368.718,0,20.159,0,16.896,3.365,28.052,1246.814,10236.26,3610.32,564.460021972656,10.3599996566772
"67",67,11695098010690,0,0,0,158.5,0,0,0,0,0,158.5,0,1276.65686062092,0,0,0,0,0,17,0,0,0,0,0,17,NA,35.263916,-113.582125,4280,1,350,0.640295473698342,0.0689737726991713,10.127,0.636858066298343,0.0689240331491713,10,6.88,6.25,0,24652.7481767956,30629.8403314917,170380.209944751,0,1337.12624309392,587.232762430939,0,0,-2.75696132596685,0,118.549337016575,237.098674033149,8904.98508287293,1400.53635359116,299.290008544922,14.5500001907349
"68",68,11695844010690,0,0,0,99.9,0,0,0,0,0,99.9,0,1741.72252909508,0,0,0,0,0,5,0,0,0,0,0,5,NA,36.482906,-113.459056,5515,1,351,4.4006583092,0.408098802266667,20.1905,4.372378,0.407361,20,8.025,7.585,8750.014,108037.58,74032.79,1461543.8,60.8,178.63,106.005,0,0,0,0.206,11.921,1841.097,498.7699,2134.4844,314.649993896484,11.5299997329712
"69",69,11697167010690,0,24.6,0,235.7,0,0,0,0,0,260.3,241.667014877395,4077.13538388393,0,0,0,2,0,12,0,0,0,0,0,14,NA,36.190369,-110.391927,6635,1,352,5.07609664248333,0.192619581,20.0846666666667,5.03543,0.191146,20,7.765,7.27,35830.47,38396.66,94850.08,762523.2,0,550.05,0,1.606,0,0,9.282,33.644,10652.282,1312.296,367.6284,234.229995727539,10.4799995422363
"70",70,11697402010690,0,304.8,0,84.9,0,0,0,0,0,389.7,2776.14688816096,1400.37277931928,0,0,0,29,0,5,0,0,0,0,0,34,NA,33.974975,-109.97004,6641,1,353,5.4355582878232,0.3147894112,22.286,5.1431270718232,0.3036,20,7.69,7.355,6620.19635359116,53364.3303867403,47454.0552486188,1746860.78453039,85.8510497237569,492.119337016575,18.7012154696133,-3.40022099447514,0,0,0.640220994475138,3.40022099447514,408.026519337017,5159.59226519337,3012.35182320442,561.47998046875,10.2799997329712
"71",71,11698869010690,0,10.9,0,0,0,0,0,0,0,10.9,46.8490004466578,0,0,0,0,2,0,0,0,0,0,0,0,2,NA,34.20929,-110.511584,6451,1,354,4.28639784136667,0.222949944633333,22.667,3.97628,0.212962,20,6.035,5.425,2292.294,33536.522,35639.744,341650.3,1572.477,2375.371,159.725,-5.091,0,0,8.607,22.352,1368.442,22470.29,11367.02,494.940002441406,10.75
"72",72,11698929010690,0,0,0,113.3,0,0,0,0,0,113.3,0,1543.69223617605,0,0,0,0,0,8,0,0,0,0,0,8,NA,34.700044,-110.453036,5975,1,355,2.15612258048889,0.202210264783333,20.4445,2.073819,0.199262,20,8.03,7.615,2613.403,38030.85,37129.05,833221.3,0,91.885,0,0,0,0,-6.412,35.94,4757.621,4717.66,1192.6248,323.589996337891,11.2299995422363
"73",73,11699608010690,0,59.5,0,0,0,0,0,0,0,59.5,572.484575282034,0,0,0,0,5,0,0,0,0,0,0,0,5,NA,32.267046,-110.579964,4360,1,357,2.42730078666667,0.261627549333333,20.9525,2.344595,0.260111,20,5.82,5.34,10900.326,31746.906,56085.84,318663.72,0,6529.655,259.735,0,0,44.485,14.431,0,1136.369,2951.212,770.6248,421.880004882812,17.4099998474121
"74",74,11738358010690,0,175.3,0,0,0,0,0,0,0,175.3,1561.78780986073,0,0,0,0,18,0,0,0,0,0,0,0,18,NA,37.819976,-108.049525,10119,1,358,8.41114789674815,0.422914791859259,26.9003333333333,5.52936,0.313092,20,5.015,4.46,1848.384,18322.544,33715.76,404141.6,10723.672,2921.944,214.972,19.28,0,0,58.702,69.376,1331.988,1272.152,473.6728,837.929992675781,1.92999994754791
"75",75,11738478010690,0,11.9,0,0,0,0,0,0,0,11.9,55.8025395093887,0,0,0,0,2,0,0,0,0,0,0,0,2,NA,37.858838,-108.675114,7704,1,359,7.94545402097778,0.587258690844444,21.3546666666667,7.45926,0.565368,20,6.88,6.48,1701.297,88284.6,95442.6,1095573.6,-6.156,1201.146,1.131,0,0,0,11.811,0,1234.965,3828.564,1226.73,508.540008544922,8.01000022888184
"76",76,11738958010690,0,60.4,0,0,0,0,0,0,0,60.4,763.265643152908,0,0,0,0,4,0,0,0,0,0,0,0,4,NA,39.370088,-104.712298,6455,1,360,2.33942,0.206961,20,2.33942,0.206961,20,5.82,5.21,4715.046,36231.696,50134.789,303918.55,205.164,690.821,118.771,0,0,0,4.579,50.705,1436.897,9605.56,3910.354,503.600006103516,8.78999996185303
"77",77,11742196010690,0,124.5,0,0,0,0,0,0,0,124.5,1019.5646258144,0,0,0,0,14,0,0,0,0,0,0,0,14,NA,39.560822,-108.003567,7806,1,361,3.4217883042,0.1338749718,20.254,3.332715,0.131205,20,5.495,4.965,0,39600.3,35587.74,227317.65,7127.46,3558.375,2025.33,7.125,0,4.185,-4.305,59.985,591.525,62452.5,19447.5,587.700012207031,6
"78",78,11742992010690,0,408.1,0,0,0,0,0,0,0,408.1,1987.64640201809,0,0,0,0,67,0,0,0,0,0,0,0,67,NA,40.210911,-106.278184,9005,1,362,12.4402655965,1.0557042485,25.715,8.59768,0.977262,20,7.89,7.53,661.986,31960.76,98590.96,705645.2,211.302,197.86,63.752,-0.702,0,0,0,22.1,1326.26,1299.324,799.032,558.5,2.1800000667572
"79",79,11744304010690,0,328.7,0,0,0,0,0,0,0,328.7,2797.0777492155,0,0,0,0,33,0,0,0,0,0,0,0,33,NA,38.43652,-106.32214,11142,1,363,2.50767779253333,0.1430577464,21.2065,1.853823,0.123192,20,5.775,4.855,2391.648,34533.21,34233.66,284345.4,9300.129,1372.107,259.008,0,0,0,7.647,71.358,366.321,12564.15,4728.498,734.760009765625,-0.529999971389771
"80",80,11749364010690,0,0,0,705,0,0,0,0,0,705,0,8421.91875389045,0,0,0,0,0,58,0,0,0,0,0,58,NA,37.521436,-103.314213,5090,1,364,6.84094595705926,0.425738902381481,21.7356666666667,5.91342,0.39034,20,7.115,6.655,764.756,67019.86,49994.72,771897.2,0,664.962,0,0,0,0,9.568,44.302,955.608,1999.008,499.314,398.660003662109,11.4399995803833
"81",81,11749497010690,0,55.8,0,33.9,0,0,0,0,0,89.7,316.499751885904,325.382605113929,0,0,0,8,0,3,0,0,0,0,0,11,NA,37.120246,-104.449913,7546,1,365,9.3013247468,0.5036993552,22.8786666666667,8.06792,0.445206,20,5.89,5.445,11038.842,64542.67,216956.44,1036286,554.756,1279.286,94.77,20.112,0,0,18.062,148.402,775.029,853.953,242.0134,551.349975585938,8.27000045776367
"82",82,11751332010690,0,157.3,0,42,0,0,0,0,0,199.3,1453.52852701802,404.841337304849,0,0,0,15,0,4,0,0,0,0,0,19,NA,38.858271,-108.614993,8655,1,366,11.2466081579669,0.512882794226151,20.762,10.9389613259669,0.503628287292818,20,6.12,5.705,867.53635359116,54227.226519337,98617.4364640884,948044.906077348,549.093922651934,2161.41038674033,78.4481767955801,0,0,0,20.4,10.0366850828729,1189.64287292818,2201.06563535912,441.74382320442,418.739990234375,5.48000001907349
"83",83,11751640010690,0,17.2,0,107.6,0,0,0,0,0,124.8,118.076759885172,818.290638480533,0,0,0,2,0,12,0,0,0,0,0,14,NA,39.338887,-108.579568,6733,1,367,3.759042587,0.254404444666667,20.9525,3.104995,0.230188,20,6.725,6.245,1464.601,50351.19,118276.83,978002.3,802.936,849.099,150.009,10.302,0,0,13.112,0,475.625,2803.843,682.2146,426.660003662109,8.35000038146973
"84",84,11752070010690,0,215.6,0,0,0,0,0,0,0,215.6,969.464076971274,0,0,0,0,38,0,0,0,0,0,0,0,38,NA,39.31368,-107.894582,7615,1,368,8.0201407177,0.6057914011,20.5715,7.75161,0.596537,20,6.28,5.885,661.32,145680.15,91828.73,644232.1,432.97,3051.802,309.952,-1.493,0,0,25.304,32.064,1128.096,42459.3,9653.26,611.22998046875,6.17999982833862
"85",85,11752460010690,0,112.4,0,301.4,0,0,0,0,0,413.8,1118.46981653104,3328.98865537642,0,0,0,10,0,24,0,0,0,0,0,34,NA,38.552473,-108.420429,7824,1,369,5.67919159771593,0.267336019676335,21.3335,5.2778546961326,0.256379613259668,20,7.425,6.795,718.3,93507.4204419889,55543.7585635359,523026.116022099,-61.5118784530387,483.814640883978,31.7480662983425,0,0,0,-3.34436464088398,16.5449723756906,784.594143646409,5088.37513812155,1093.93480662983,471.359985351562,7.53999996185303
"86",86,11755170010690,0,0,0,0,0,97.8,0,0,0,97.8,0,0,857.136431642171,0,0,0,0,0,0,9,0,0,0,9,NA,38.357681,-108.651807,5353,1,371,2.5311174672,0.2170541504,21.524,2.000177,0.203862,20,8.335,7.79,13845.292,103446.42,93184.08,1071985.7,-20.904,390.15,171.57,0,0,0,4.752,29.614,4041.626,384.3042,299.796,341.230010986328,10.8500003814697
"87",87,11758464010690,0,16.6,0,0,0,0,0,0,0,16.6,117.259945795239,0,0,0,0,2,0,0,0,0,0,0,0,2,NA,39.83837,-108.543469,7543,1,372,11.4461940979211,1.09230768564672,20.8043333333333,11.0182116022099,1.07916635359116,20,7.36,7.01,3235.11917127072,42342.9878453039,123239.029281768,1175198.41436464,234.364861878453,419.686519337017,176.856685082873,0,0,0,13.5243093922652,6.74602209944751,1737.55375690608,6638.35359116022,2591.73325966851,512.099975585938,7.1399998664856
"88",88,11760898010690,0,112.4,0,0,0,5.8,0,0,0,118.2,1074.22048400523,0,26.4207942166902,0,0,11,0,0,0,1,0,0,0,12,NA,38.257551,-106.475307,9855,1,373,3.59488090152778,0.208472925277778,21.2065,3.376368,0.204527,20,6.89,6.345,6985.214,73347.29,59084.29,681987.8,28.06,2226.589,0,0,0,0,0.0629999999999988,0,1116.518,11987.36,7362.38,579.580017089844,3.3199999332428
"89",89,11762210010690,0,59,0,6.8,0,0,0,0,0,65.8,248.876970017383,36.316811075498,0,0,0,11,0,1,0,0,0,0,0,12,NA,38.086543,-108.128099,8168,1,374,5.95859951659259,0.440568381037037,20.1058333333333,5.94512,0.439928,20,6.92,6.51,2143.516,70675.7,62280.52,1003277.4,0,510.128,0,0,0,0,-2.728,0,1169.056,2627.536,725.5588,520.950012207031,6.21000003814697
"90",90,11792377010690,0,113.1,0,0,0,0,0,0,0,113.1,1264.81305631688,0,0,0,0,11,0,0,0,0,0,0,0,11,NA,43.799989,-115.763802,5092,1,376,7.46116881728518,0.413209156496296,26.8368333333333,6.26835,0.373286,20,6.39,5.865,428.76,48435.16,49974.47,536275.1,576.911,1673.874,152.28,0,0,0,3.147,0,953.195,16206.47,7009.4,674,6.92000007629395
"91",91,11792606010690,0,82.3,0,0,0,0,0,0,0,82.3,1751.05305927624,0,0,0,0,4,0,0,0,0,0,0,0,4,NA,44.026861,-115.997915,5453,1,377,4.10467462825185,0.258923116888889,22.5823333333333,2.563678,0.208726,20,6.28,5.665,2255.266,103401.9,34945.28,377594,415.41,2749.346,23.154,0,0,27.32,24.564,132.502,518.396,129521.4,28214.08,792.789978027344,6.69000005722046
"92",92,11793320010690,0,53.6,0,0,0,69.5,0,0,0,164.7,449.122085757197,0,642.66775516323,0,0,6,0,0,0,6,0,0,0,17,NA,48.438662,-116.318182,3194,1,378,9.99080634177778,0.311587389333333,29.1016666666667,5.08336,0.217498,20,5.82,5.685,1644.098,18822.12,8550.98,239968.8,450,3323.71,78.608,0.9,0,0,2.956,38.148,754.766,12562.4,5212.64,784.590026855469,5.59000015258789
"93",93,11793746010690,0,26.1,0,0,0,0,0,0,0,26.1,184.812041829054,0,0,0,0,3,0,0,0,0,0,0,0,3,NA,48.185715,-116.09324,6083,1,379,0.842431546866667,0.0282255044666667,2.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851.14001464844,2.77999997138977
"94",94,11796518010690,0,0,0,281.5,0,0,0,0,0,281.5,0,2345.88221230694,0,0,0,0,0,30,0,0,0,0,0,30,NA,42.373646,-114.147286,5605,1,380,5.54388439833333,0.440973978833333,20.4445,5.47017,0.439069,20,6.87,6.48,2958.413,120006.45,96953.41,785088.2,571.494,955.036,0,0,0,0,13.781,84.822,979.34,4321.151,1064.2356,339.570007324219,8.86999988555908
"95",95,11797411010690,0,38.6,0,0,0,0,0,0,0,246.4,803.823604310752,0,0,0,0,2,0,0,0,0,0,0,0,19,NA,46.716814,-115.960291,2623,1,381,9.04236659023704,0.526029710911111,23.4501666666667,7.66195,0.487714,20,5.75,5.175,17602.65,58269.47,37224.25,415454.7,1506.863,11478.256,0,0,0,30.695,24.398,37.57,1215.16,14528.15,4370.63,895.02001953125,7.8600001335144
"96",96,11797685010690,0,0,0,0,0,0,0,0,0,161.4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,NA,46.459081,-116.151585,2796,1,382,0.704648716994445,0.02857570485,3.1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738.369995117188,8.72000026702881
"97",97,11798477010690,0,420.1,0,0,0,0,0,0,0,428.1,4865.48664437575,0,0,0,0,32,0,0,0,0,0,0,0,33,NA,46.719073,-115.565239,2478,1,383,7.5869626252123,0.233094537067731,25.2916666666667,3.65627387845304,0.154890994475138,20,5.21,4.765,1931.233,32411.5703314917,23045.8316906077,205080.833922652,9334.28256353591,5866.0601160221,138.215044198895,0,0,55.1104972375691,5.24861878453039,17.868,788.61346961326,1153.97975138122,156.408839779006,1078.48999023438,8.25
"98",98,11802806010690,0,144.9,0,0,0,0,0,0,0,335.3,1448.72189025803,0,0,0,0,13,0,0,0,0,0,0,0,34,NA,46.224772,-115.510554,2115,1,385,3.24582660681481,0.167394849833333,21.9896666666667,2.764872,0.153695,20,6.365,5.875,1330.772,46471,29607.51,328043.6,120.16,2069.187,0,0,0,0,-1.013,38.668,286.952,7648.09,3668.712,896.369995117188,9.35999965667725
"99",99,11803502010690,0,220.2,0,0,0,0,0,0,0,220.2,1469.08726463493,0,0,0,0,27,0,0,0,0,0,0,0,27,NA,45.241745,-115.85369,6486,1,386,4.31857556137778,0.173145077896296,22.5823333333333,2.740125,0.131895,20,5.625,5.225,1537.74,38256.15,9644.355,76577.25,4335.12,2434.305,40.515,5.475,0,0,2.955,50.49,663.795,2649.285,955.23,947.099975585938,3.22000002861023
"100",100,11805005010690,0,74.1,0,0,0,0,0,0,0,148,403.843881637334,0,0,0,0,11,0,0,0,0,0,0,0,22,NA,45.769839,-115.448064,5103,1,387,2.36529110423333,0.124727746914815,21.8203333333333,1.857253,0.110063,20,6.115,5.48,2083.172,40917.73,14222.457,144675.17,2049.232,2141.761,362.62,-5.432,0,0,-4.074,21.978,788.852,1315.352,637.7992,826.739990234375,4.82000017166138
"101",101,11807017010690,0,101.9,0,0,0,0,0,0,0,101.9,1066.1230289406,0,0,0,0,8,0,0,0,0,0,0,0,8,NA,45.306166,-114.247516,6756,1,388,0.0800955415555556,0.00230075834074074,0.359833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.170013427734,4.17999982833862
"102",102,11810747010690,0,247.4,0,0,0,0,0,0,0,257.4,1904.21355512038,0,0,0,0,29,0,0,0,0,0,0,0,30,NA,47.445472,-116.211692,3291,1,389,9.02206825333333,0.380481921777778,22.2225,7.42399,0.329447,20,5.54,4.85,9963.072,59890.45,19111.488,190869.06,26008.555,4744.3,0,0,0,24.045,16.876,203.84,2113.968,5140.04,2111.778,1302.17004394531,6.11999988555908
"103",103,11811193010690,0,222.3,0,0,0,0,0,0,0,244.2,3246.84386146669,0,0,0,0,15,0,0,0,0,0,0,0,17,NA,47.947305,-116.263295,3963,1,390,7.58338889683704,0.50121514557037,20.6561666666667,6.991272,0.479658,20,6.18,5.565,18184.32,55133.43,25847.328,353736.3,707.913,2501.49,56.52,0,0,0,-1.413,55.104,902.895,3714.429,1142.1,1033.02001953125,6.23000001907349
"104",104,11811964010690,0,129.1,0,0,0,0,0,0,0,495.9,1766.8552703238,0,0,0,0,8,0,0,0,0,0,0,0,47,NA,46.957226,-116.210959,3652,1,392,3.36338413706667,0.158879438844444,23.7676666666667,2.411557,0.134687,20,6.305,5.715,2407.039,33213.08,12521.733,135010.29,1211.387,2223.689,324.352,0,0,0,2.655,-3.716,974.294,2113.018,5206.86,1129.33996582031,6.09000015258789
"105",105,11813357010690,0,290.2,0,0,0,0,0,0,0,290.2,2393.90930999869,0,0,0,0,33,0,0,0,0,0,0,0,33,NA,44.781207,-115.424272,7675,1,393,5.28323395795556,0.179194580177778,21.8203333333333,3.748908,0.134144,20,5.045,4.515,0,12298.081,2063.25,22931.148,22183.6,14187.322,268.922,0,0,49.227,1.198,0,1190.502,22987.98,3901.784,1113.38000488281,2.05999994277954
"106",106,11813546010690,0,156.8,0,0,0,0,0,0,0,217.2,1881.26422078591,0,0,0,0,14,0,0,0,0,0,0,0,21,NA,45.013191,-116.048224,5323,1,394,2.97321244813889,0.107243239355556,4.84716666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920.460021972656,3.94000005722046
"107",107,11846185010690,0,366.9,0,0,0,0,0,0,0,366.9,2772.74611411345,0,0,0,0,44,0,0,0,0,0,0,0,44,NA,45.810946,-113.05833,6272,1,396,1.527085846,0.0373511233333333,6.05366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.790008544922,3.51999998092651
"108",108,11849494010690,0,0,0,11.7,0,0,0,0,0,11.7,0,107.513154587477,0,0,0,0,0,1,0,0,0,0,0,1,NA,46.275462,-111.784602,5966,1,397,3.89514978966667,0.4187379097,20.4656666666667,3.81623,0.415371,20,7.945,7.585,270.974,37777.74,47498.44,1126056.8,599.5,92.73,49.5,0,0,0,7.898,87.527,1421.75,229.603,292.413,546.679992675781,4.6399998664856
"109",109,11856700010690,0,76.6,0,0,0,0,0,0,0,76.6,480.459472476755,0,0,0,0,10,0,0,0,0,0,0,0,10,NA,48.500821,-113.777717,6077,1,398,9.84306975625,0.409889732562155,21.5875,9.1516,0.392137513812155,20,5.645,5.05,3317.96806629834,41391.3773480663,13759.8361878453,215851.359668508,6424.71049723757,6181.86099447514,1.48911602209945,-2.72447513812155,0,12.971270718232,12.2434254143646,77.3337569060773,1034.70027624309,1314.69226519337,332.943679558011,1127.69995117188,2.78999996185303
"110",110,11859993010690,0,410.3,0,0,0,0,0,0,0,410.3,2621.63550747578,0,0,0,0,52,0,0,0,0,0,0,0,52,NA,46.520359,-113.680512,7401,1,400,6.34421880745639,0.127101939476448,11.1006666666667,5.66431270718232,0.110963756906077,10,5.08,4.46,845.130939226519,14573.6701657459,3557.29160220994,37024.4767955801,12199.561878453,11567.326519337,999.318950276243,17.418729281768,0,51.6110497237569,10.3222099447514,25.8055248618785,662.556850828729,825.776795580111,237.410828729282,1015.54998779297,3.0699999332428
"111",111,11860123010690,0,470.9,0,0,0,0,0,0,0,470.9,3488.60512412369,0,0,0,0,54,0,0,0,0,0,0,0,54,NA,46.026664,-113.652523,7094,1,401,3.3161314840795,0.123771006930816,12.159,1.42577237569061,0.0628018784530387,10,5.06,4.36,515.993812154696,2247.28883977901,8119.26447513812,29474.4491712707,4490.33430939226,5902.52790055249,227.444640883978,0,0,0,0.848674033149171,106.084254143646,252.056187845304,1213.60386740332,274.970386740332,810.280029296875,2.08999991416931
"112",112,11861002010690,0,102.7,0,0,0,0,0,0,0,102.7,2086.1039157816,0,0,0,0,6,0,0,0,0,0,0,0,6,NA,48.208801,-109.651647,4710,1,402,0.219084913055556,0.00438368251851852,1.16416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.059997558594,4.92999982833862
"113",113,11863150010690,0,56,0,0,0,0,0,0,0,56,328.076520814382,0,0,0,0,8,0,0,0,0,0,0,0,8,NA,47.73677,-114.332636,4117,1,403,11.6401497478126,0.830292739146716,23.9158333333333,11.1098171270718,0.81278635359116,20,6.485,6.04,4695.9729281768,165763.244751381,67819.0093922652,660131.784530387,0,1036.93790055249,373.261988950276,0,0,0,4.86265193370166,122.360718232044,1103.37049723757,5266.08066298343,1023.3038121547,474.480010986328,6.46000003814697
"114",114,11863863010690,0,242.7,0,23.4,0,0,0,0,0,266.1,1711.64177943696,151.456181829564,0,0,0,29,0,3,0,0,0,0,0,32,NA,46.772217,-111.797455,4384,1,404,3.9049836504,0.247909559,21.143,3.19907,0.232642,20,7.425,7.01,894.556,29475.038,117726.82,860904.9,404.383,700.255,0,0,0,0,16.153,116.886,798.026,2454.416,809.144,339.940002441406,6.30000019073486
"115",115,11865634010690,0,502.3,0,0,0,0,0,0,0,543,3812.83319393742,0,0,0,0,57,0,0,0,0,0,0,0,60,NA,48.709095,-115.718997,4885,1,405,9.87633388848889,0.394633136133333,26.5405,7.80046,0.318343,20,5.225,4.61,1328.36,16967.05,6817.858,81610.49,20708.51,3352.362,796,20.03,0,84.105,26.448,29.324,739.634,3161.81,2466.288,1155.94995117188,3.71000003814697
"116",116,11867935010690,0,0,0,127.4,0,0,0,0,0,127.4,0,885.300809781604,0,0,0,0,0,16,0,0,0,0,0,16,NA,45.285388,-111.83537,5867,1,406,3.95016907511111,0.298705120685185,21.6298333333333,3.16063,0.26241,20,6.925,6.545,710.2,55078.9,81381.4,576645,474.39,396.75,24.91,0,0,0,6.46,112.56,1282.01,4234.71,1296.856,428.950012207031,4.82000017166138
"117",117,11868234010690,0,103.1,0,80.6,0,0,0,0,0,183.7,688.990538840412,782.900597237844,0,0,0,14,0,8,0,0,0,0,0,22,NA,45.287993,-112.154065,6473,1,407,3.6369333924,0.303813334133333,21.8626666666667,2.863234,0.269373,20,6.45,5.67,5638.496,82958.55,66184.28,433925.7,0,2532.723,153.966,0,0,72.387,12.032,43.616,939.284,3879.34,1655.986,394.799987792969,5.1399998664856
"118",118,11868595010690,0,257,0,0,0,0,0,0,0,278.9,2378.9082050778,0,0,0,0,24,0,0,0,0,0,0,0,26,NA,44.790424,-111.829272,8764,1,408,6.12480036222222,0.3036768,22.8786666666667,4.58492,0.24927,20,5.485,5.015,98.212,74806.86,62685.82,420730.6,9878.573,4994.28,436.678,7.994,0,52.29,20.298,50.796,1003.19,23364.34,7357.64,858.309997558594,0.519999980926514
"119",119,11870336010690,0,405.9,0,0,0,0,0,0,0,405.9,3190.56222907762,0,0,0,0,45,0,0,0,0,0,0,0,45,NA,47.017673,-113.693836,4288,1,409,10.654963513117,0.414940617432658,26.1595,8.78446243093923,0.358615138121547,20,5.055,4.645,518.052596685083,10146.1234254144,54350.9701657458,477692.552486188,4698.4546961326,2520.39281767956,1981.06220994475,6.80911602209945,0,0,6.28828729281768,84.0994475138122,1360.56359116022,5319.88453038674,2389.94276243094,552.280029296875,5.05999994277954
"120",120,11870589010690,0,345.8,0,0,0,0,0,0,0,361.7,2007.3206260112,0,0,0,0,49,0,0,0,0,0,0,0,51,NA,46.744744,-114.316549,4339,1,410,3.75840658162778,0.133785494085185,26.6251666666667,2.357086,0.093055,20,4.69,3.97,750.824,19858.741,5733.439,108193.17,12980.292,3918.591,2973.713,0,0,6.671,-2.032,18.351,530.772,10124.68,6141.08,664.280029296875,5.59999990463257
"121",121,11871174010690,0,175.7,0,0,0,0,0,0,0,175.7,1243.21460682345,0,0,0,0,21,0,0,0,0,0,0,0,21,NA,47.5015,-113.735652,3852,1,412,2.13735636084444,0.0921450165111111,4.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.880004882812,5.80999994277954
"122",122,11877179010690,0,106.7,0,0,0,0,0,0,0,106.7,1222.71571475878,0,0,0,0,8,0,0,0,0,0,0,0,8,NA,45.974284,-114.03889,4909,1,414,4.39427574388889,0.222876860555556,21.27,3.988542,0.207285,20,6.86,6.29,0,88410.18,119265.51,812525.7,573.228,1074.331,34.36,0,0,0,-1.188,0,829.569,10675.22,4704.084,451.109985351562,6.19000005722046
"123",123,11879718010690,0,350,0,0,0,0,0,0,0,350,4861.5675075404,0,0,0,0,21,0,0,0,0,0,0,0,21,NA,47.711817,-115.608473,4395,1,415,13.20938122355,0.675032960333333,23.9581666666667,11.45578,0.604823,20,6.315,5.63,1333.508,52678.68,34433.13,434768.9,313.845,2067.483,0,0,0,0,14.319,0,1125.145,3994.065,2752.08,938.530029296875,6.19000005722046
"124",124,11881527010690,0,101.2,0,0,0,0,0,0,0,101.2,781.502588506997,0,0,0,0,11,0,0,0,0,0,0,0,11,NA,45.508554,-109.974678,8093,1,417,15.4978736666667,1.18807099158333,20.4445,15.2048,1.173618,20,5.975,5.55,7516.322,46243.04,76938.22,785697.6,386.29,1104.048,23.52,0,0,0,14.454,40.32,655.976,4205,2247.868,746.47998046875,2.0699999332428
"125",125,11937190010690,0,43,0,347.2,0,0,0,0,0,390.2,298.592673760442,2989.39819748664,0,0,0,5,0,37,0,0,0,0,0,42,NA,38.195987,-113.570819,6865,1,418,0.0573014192777778,0.00113751312962963,0.486833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.850006103516,9.63000011444092
"126",126,11939087010690,0,6.1,0,0,0,20.3,0,0,0,26.4,29.224665660019,0,109.790809261329,0,0,1,0,0,0,3,0,0,0,4,NA,41.412886,-111.717375,7879,1,419,15.2078752722312,0.851752379085083,23.3655,14.7851243093923,0.835662596685083,20,6.53,6.18,1644.03486187845,42950.2303867403,45445.8138121547,544283.64640884,75.298729281768,669.058563535912,300.299171270718,-3.30983425414365,0,0,31.5514917127072,53.617955801105,1286.42944751381,28292.4806629834,11618.955801105,1015.34002685547,4.23999977111816
